id,sentence
20003,육아가 이렇게 어려워요
20004,"남편분들, 육아 그까이꺼 뭐 이렇게 생각하면 노노노 둘다 아침, 점심 다"
20005,생략 잠을 자거나 잠시 쉬거나 우래기가 엄마빠 쉴틈도 주지를 않아서 뭘 좀 할려고 하면 에엥 난리다!
20006,그래서 힘들어하니 친정 엄마빠가 오라고..
20007,힘들고 댕겨오면 또 힘들지만 그래도 우린 부랴부랴 짐을 챙겨 친정으로 고고 할미집에 오니 이렇게 순둥순둥 친정집 근처 당근마켓에서 만원에 겟한 제이앤제나 역류방지쿠션 이거 참 좋다
20008,친정엄마가 들고오느라 고생했...
20009,"엄마, 고마워 할머니 사랑 듬뿍 받는 중 할아버지까지..."
20010,"애낳고 나니깐 울아빠 완전 달라지심 이렇게 소스윗한 할아버지 아닌데 아빠가 막 전화해서 집으로 오라고 난리 후후훗 저녁까지는 이렇게 순하더니만 저녁먹더니 잠투정 일발 장전 할머니에게 본색을 드러낸 권승현씨 그럼에도 불구하고 노래불러주며 어르고 달래주는 신정동 할머니, 사랑합니다 덕분에 남편이랑 나는 간만에 여유로운 밤타임 오늘은 푹 좀 잘 수 있으려나?"
20011,아가 덕분에 일상이 달라지고 주말이 바꼈다
20012,당분간은 쭉 이렇게 살아야겠지
20013,힘들고 어려운 점 투성이지만 그럼에도 불구하고 너랑 함께하는 하루하루가 너무 소중하고 귀하다
20014,토요일 토요일 아침부터 엄마와 부지런히 오늘 일정을 다 수행하고 올 수 있도록 이야기를 나누었어요.
20015,예약도 순조롭게 완료하고 하나하나 엄마랑 같이 데이트 겸 바람도 맞이하며 얼마나 재밌을지 아침부터 기대기대 아침에 코코 밥 챙겨주면서 오늘 인셀덤 마무리 짓는 날이예요.
20016,예쁜 피부 만들어 주셨으니 나중에 또 만나도록 해요!
20017,10 30 엄마랑 데이트 가자 이 일정들을 소화하면서 오늘 변수없이 시간이 조금 더 많이 남았으면 하는 바램 차로 이동시간이 조금 있어서 걱정이긴한데 원래 차는 베테랑 기사!
20018,그래도 늘 안전운전하며 엄마와 무사히 도착했어요.
20019,오늘 점심은 부드러운 파스타와 피자 엄마가 유일하게 좋아하는 음식이 양식 중 파스타인 거 같아요.
20020,요즘 식욕이 없어 3 이나 빠졌다는 우리 엄마...
20021,엄마 아프지마세요.
20022,내가 맛있는 거 많이 사줄게요.
20023,01 00 엄마랑 어렸을 때로 돌아가기 엄마와 맛있는 파스타를 먹고 엄마아 함께 찾아간 만화가게 나의 초등학생 생활을 이 만화방과 함께했는데 엄마도 만화방을 가 본적이 있었을까?
20024,엄마가 캔디의 결말이 궁금하다며 그래도 만화에 대해 좋아하고 이야기 하는 거 보면 우리 엄마도 영락없는 어린아이 같았다.
20025,그래서 캔디의 결말은 어땠니?
20027,03 00 심신 안정시키기 마지막으로 우리 엄마의 마음을 달래 줄 타로카드를 보러 갔어요.
20028,요즘 심신이 말이 아닌 우리 엄마...
20029,타로에서라도 마음을 풀고 함께 즐거운 시간만 보냈으면 좋겠다.
20030,아직 결혼식이 한참이나 남았는데 더 웃고 더 행복하게 엄마가 사는 모든 날이 꽃길이길 바래요.
20031,엄마도 은근 안 믿는 거 같으면서도 잘 믿는 우리 엄마 놀리기 제일 재밌지
20033,오늘도 엄마와 하루를 함께 보내다보니 이제 무사히 집으로 돌아갈 시간 남편 데릴러 같이 갔다가 함께 집으로 돌아가는 길은 늘 즐거운거 같다.
20034,그래도 하루를 알차게 보낸 거 같으니 오늘은 샤워하고 일찍 자는 걸로?
20035,"엄마 수고했어요, 남편도 오늘 일하느라 수고했어요."
20037,"용기내는 실패하고 그냥 사온 팝콘 환경의 날을 맞이하여 롯데시네마에서 용기를 가져가면 6,000원에 용기 가득 팝콘 준다고 해서 동네 주민 이웃 뚜비 과 함께 김치통 들고 걸어갔는데 가양 롯데시네마는 2부 5시부터만 가능하다고 슬퍼요."
20038,오전에 영화가 없어서 그렇다는 말에 괜시리 맘이 안좋아짐..
20039,그래서 그냥 카라멜팝콘 젤 큰거 사서 김치통에 담아왔다 오랜만에 먹으니 맛있다!
20040,영화관 안간지 정 말 오래됐는데 빨리 코로나 괜찮아져서 영화관에서 팝콘 먹으면서 영화보고 싶다!!!!
20042,"어제 비가 하루 종 일 비가 오더니 오늘아침까지 ,,, 비가 그치고 하늘이 너어어어무 맑다!!!!!"
20043,점심때 나와서 하늘사진 많이 찍었따 슬퍼요.
20044,"오늘점심 돌솥알밥 순두부찌개 퇴근길에 세븐틴 노래 얼마나 들었나 찾아보다가 3월동안 엄 청 빠졌던었 온앤오프 을 어마나 들었는지 궁금해서 ,,, 봤더니 생각보다 많이 들었다 !!"
20045,"3월동안 토탈 757회,, , 명곡많다구요"
20046,"쟈철내려서 오늘도 탑마트 헤헷,,, 서대신역내리면 좋은점 1."
20047,탑마트구경 3.탑마트갔다가 내려오는길에 홈플구경 마트투어 근데 산거라곤 겨우 이거 ..
20048,크림치즈랑 딸기잼 발라먹고싶어서 지에스에 브레디크 빵 무슨 우유스틱?
20049,그거 맛있어서 자주 사먹었는데 우유롤식빵이 맛있단 말 듣고 궁금했었는데 슬퍼요.
20050,집근처 지에스에는 없었따 ..
20051,.그러다가 마침 오는길에!!
20053,바로 들어감 마침 빵이있어서 사왔다!
20055,근데 진짜 따수운게 편의점인데도 오픈했다고 이렇게 떡이랑 음료를 챙겨주셨다 ...
20056,너무너무넘 감동 슬퍼요.
20057,앞으로 조금 거리가 있어도 무조건 이 편의점으로 가야겠다 ...
20058,넓고 쾌적 물건도 많움 진짜 약간 옛날 크림 롤케이크느낌 부드럽고 촉촉해여 한줄 금방 순삭!
20059,그리고 밤 케이가 도착했다!!!
20060,"오랜만에 보는 케이 ,, 슬퍼요."
20061,점심때 사고 남았다던 햄버거 데리버거 오랜만에 먹으니 넘넘너멍어어 무 맛있었다.
20062,배고파서 뭐 먹자고 하다가 김밥싸게됨!!
20063,지난주 포장하고 남은거로 재료 끝내버리기 그리고 라면에 물 올리고 어느새 완성!
20064,진라면 다쌌다 !
20065,근데 김밥김이 3장밖에없어서 나머지3장은 그냥 반찬용 김이라해야하나 간 안되어있는 힘없는 김으로 마저 만들었다
20066,흑흑 참기름 바르기 귀찮아서 그냥 앉은자리에서 썰어먹었움 윤기 되게 1도없어보인다
20067,그래도 케이가 맛있다고 해줬다
20069,그래도 점점 나아지고 있는 것같은데 아닌가영 임솨파팅 맨날 더이상 안싼다고해놓고 다시만들기...
20070,. 칼 얼른 갈던가 ..
20071,바꾸던가 해야지 집김밥 갑자기 저장한 짤 제주있는동안 울집으로 택배 몇가지 시켰었는데 오늘 와서 드디어 언박싱해봄 그중 절반?
20072,이 오마이걸 관련 짜자잔 케이가 갑자기 준 선물!!!
20073,넘 귀여워서 사왔다구
20074,함 슬퍼요.
20075,안그래도 그립톡 떼어냈는데 !!!!!
20076,낼 붙여서 갖구 나가야징 헤헤 귀엽져귀엽져 원래달려있던 토이스토리 키링같은거 ?
20077,떼어내고 이거를 달았다!!
20078,졸귀탱 슬퍼요.
20079,".. 덕질 재대로 하시는,,,포카를 위해 앨범도 엄청 많이구매하고 대단하시다구여 ...!!!!"
20080,라고하는데 운좋게 득템하신 케이!!
20081,아뉘 갑자기 승관이 브이앱함 슬퍼요.
20082,부분부분 듣는데 얼마전에 부산여행왔따며 이야기 하는데 우리동네 근처였따 ...
20083,흑 그때 알았더라면 슬퍼요.
20084,귀엽...
20085,글고 아직 폰에 브이앱 앱이안깔려서 뷰랴부랴 노트북켜는데 케이가 팬이면서 비앱도 안깔았냐묜서 자기가 틀어쥼 그래서 저거는 케이폰 케이의 추천으로 오마이걸영상좀 보다가!
20086,그 말로만 듣던 우주소녀 설아의 직캠도봤다
20087,너무너무잘하고 예뻤다 슬퍼요.
20088,아 잠와죽게다 안써도 되는데 그냥 오늘또 밀리면 내일도 또밀리고 .
20089,힘들거같아서 그냥 이렇게 하루치도 쓴다!!!!
20091,말로만 듣던 쌀 한 톨의 소중함을 직접 조금이나마 체험해보니 실감이납니다
20093,가끔 을 구워서 애들을 먹일 때가 있다.
20094,아내는 소고기 알러지가 있어서 안타깝게 못먹는다.
20095,하지만 아이들은 엄마와 다르게 소를 잘먹는다.
20096,먼저 한번 초벌로 후라이팬에 구워주고 그 후에 잘게 쓸어서 다시 구워주고 바로 오븐에 집어넣는다.
20097,뼈를 기준으로 오른쪽 왼쪽 부위가 다른지 고기의 맛도 다르다.
20099,아침식후 영양제 챙겨먹기 요즘 나이가 들었나 맨날 집에만 있어서 그런가 조금만 움직여도 너무 몸이 안좋아
20100,이제 영양제좀 먹어야겠다 운동을 못하니 영양제라도 먹어야지
20101,아침에는 이정도 점심식후에 또 한보따리 먹어주자...
20102,어린이집 친구들과 바깥놀이중 우리우야 찾아보긔 어린이집에서 태극기 만들어서 옴 색칠 잘했다 이거슨 무엇인고?
20103,실 뺏어감 저녁먹고 밤마실 아슈크림 냠냐미 늦은 육퇴중 이제 코 자자!
20106,콧물이 나와서 아침부터 병원에 왔다.
20107,그리고 장보러 홈플러스에 왔는데?
20108,오늘은 현충일이자 육육데이라고 한다.
20109,그래서 나도 삼겹살 부채살 바리바리 삼 피로 회복에 좋다는 파인애플도 삼 일단 둘 다 맛을 봐야하니 소고기 150 와 돼지고기 70 둘 다 먹음 밥 다먹고 엄마랑 통화하면서 빨래 널고 설거지까지하고 낮잠을 잤다.
20111,어제 풀이하던 토익을 마저 풀이했다.
20112,1주일에 1회 겨우 풀고 풀이할듯 접수할땐 의지 만땅이었는데 ..
20113,저녁에도 고기 고기를 잘게 자르니 많이 안씹어도 돼서 좋더라
20114,이건 어제 친구가 준 와인 소고기와 함께하면 좋겠지만 컨디션이 아직 별로라 못뜯었다
20115,약 다 먹고 얼른 개봉하겠다!
20116,문득 요즘 하루가 짧다는 생각을 많이 한다.
20117,읽고 싶은 책도 하고싶은 공부와 운동도 배우고싶은 유튜브도 너무 많은데 잠을 줄이고 무리도 해봤지만 이렇게 병이난다.
20118,내 일상에서 쓸모없는 시간을 줄이도록 해봐야지.
20119,좋은 것을 못 보는 것은 좋은 것을 포기하는것
20120,오늘이 현충일인 사실 모두 알고 계셨나요?
20121,아침에 시댁 가기 전에 도서관에서 빌렸던 책 반납 대여 할겸 열심히 갔는데....
20122,우선 주차장부터 쎄한 상황 왜 주차차단기가 열려있지?
20123,평소같으면 만차라고 차들이 서있어야 하는데...
20124,남편이 휴관 아니야?
20125,도서관은 평일 휴일이고 일요일은 해!!
20126,당당하게 이야기하고 갔는데...
20127,휴관일 처음에는 왜지?
20128,이유도 모른채 시댁을 가는데...
20129,도서관 홈페이지 보고 알았다.
20131,그리고 이제 본격적으로 발등에 불떨어진 전세집 구하는 일 때문에 하루종일 남편이랑 머리 터지고 있는 상황.
20132,이 상황이 참 힘들다
20133,치킨 이벤트 때 받은 치킨쿠폰으로 맛나게 시켜먹기 치킨만 먹고 살만 얻은 상황...
20134,내일이 두렵다
20136,"맑고 더움 현충일인 오늘, 지금 내가 이 곳 에서 이렇게 편히 살 수 있도록 뒷심이 되어주신 수 많은 이름 모를 영웅들, 귀한 한 분 한 분의 목숨 바친 희생에 감사드린다."
20137,평안히 쉬소서 그리고 피붙이의 값진 희생을 가슴에 픔고 사는 가족들께 깊은 위로 주시기길 오전 열시 울려 퍼지는 사이렌에 눈 감아 빌어본다.
20138,"를 받으실 분들, 코로나 시대에 절제된 대면과 비대면으로 오늘 하루 특히 수고한 모든 교회학교 선생님들께 감사를 전한다."
20139,"지금의 나를 있게 한, 성함도 모르는 어릴 적 부안제일교회 선생님 부터 날 위해 기도해 주신 모든 선생님들께 더욱."
20151,그 때 기억나세요?
20154,주께서 당신이 드린 그 선물을 받으셨고 그로 인해 제가 지금 천국에 있는 것이랍니다.
20161,이 땅에서는 숨겨졌으나 이제 천국에서는 선포되고 있어요
20164,"아들아 주변을 보렴, 네 상급이 이렇게 크단다"
20168,당신이 주께 드린 헌신 너무 감사합니다
20169,안녕하세요 시나입니다.
20171,마지막 일기를 적으면서 소소한 일상을 남길수 있음에 감사했습니다.
20172,네이버녀석들 돈빼먹는 재미도 굳굳!!!
20173,그리고 블로그에 각잡고 글적는게 아닌 그냥 하루하루의 이야기를 남길수 있는 오늘일기를 꾸준히 해보려고해요.
20174,정말 일상의 이야기이기때문에 가족들얼굴도 나올수 있고 하다보니 이제부터는 일기글은 이웃공개로만 진행하도록 하겠습니다.
20175,다수의 분들이 검색을통해 많이 오시는 블로그기때문에 스쳐지나가는 분들이 대부분이거든요
20176,그와중에도 꾸준히 봐주시는 분들 항상 감사합니다!!
20177,토피어리 만들기 해봤어요 대학생때 곰돌이 모양 토피어리가 너무 예뻐서 한번 키워봤었지요.
20178,넘 귀엽다고 생각해서 아빠도 사드렸는데 저는 1년 정도 키웠는데 어느날 시들시들 하더니 죽었더라구요.
20179,저는 참 식물키우는 재주가 없어요
20180,각 구마다 건강가정 다문화지원센터라는 곳이 있는데 그런곳에서 아이들을 위해서 여러가지 교육관련 이벤트들이 있어요.
20181,정기적으로 진행하고 선착순으로 모집하는데 이번에는 아빠와함께 만드는 토피어리 라는 과목을 신청했어요.
20182,그렇게 패키지가 왔고 원래 줌수업듣고 같이 만드는건데 그날 하필 일이생겨서 못듣고 혼자 우아랑 유튜브 찾아서 비슷한 강의듣고 만들어봤어요.
20183,중간과정이 생략도어있는데 한마디로 구성이 저 꽃있죠?
20184,저거 뿌리랑 흙부붙위에 습기먹은 저 풀?
20185,이름까먹음 저걸 뭉쳐서 낚시줄로 칭칭 감아서 원형으로 만들고 옆에 귀부분은 철사같은걸로 꽂아주는거였어요.
20186,한마디로 저 이끼들이 화분역할을 하면서 수분을 머금고 있게 도와주는거였어요.
20187,나머지 눈코입은 그냥 뽀족하게 되어있어서 찔러넣으면 잘 고정됩니다 .
20188,리본도 달아주고요
20189,사실 애가 혼자 하기엔 무리가 저의 제가 다하고 우아는 보조만 했네요.
20190,눈코입 끼우고 화분밑에 패키지에 들어있는 장식품들로 장식하면 끝!!!
20191,다만들고나니 그럴싸해요
20192,집에 노랑노랑 꽃화분이 들어오니 생명력이 느껴지네요!
20193,역시 나이들수록 꽃이 좋아진다더니 어른들말이 하나도 틀리지 않아요.
20194,20대때는 꽃 이쁜줄 모르고 꽃사본적도 없고 정말정말 관심 없었는데 요즘에는 그만큼 아름다운게 없네요..
20195,이또한 나이들어간다는 증거인가요
20196,오늘은 낮에 나름 바빴어요.
20197,속상한 일도 있고 즐거운일도 있고 하루동안 참 많은 감정들이 오가는 하루.
20198,이렇게 새벽에 일어나서 혼자서 보내는 시간이 너 무 소중하네요 !!
20199,이때보는 유튜브는 또 얼마나 꿀맛인가요
20200,키키키키 요즘 동네에 엄청 많이 보이는 바나프레소 여기 대용량 커피가 왜이렇게 저렴한가요?
20202,캐릭터가 핑크토끼인것도 맘에들고 다른 저렴한 커피 브랜드들중에서 좌석도 편하고 넓고 맘에드네요
20203,이디야나 빽다방보다는 훨 나은듯..
20204,넘 커서 다 마시기도 벅차요
20206,오후 3시 석촌호수 서호에 갔다.
20207,어디선가 음악소리가 들려 가까이 다가가니 석촌호수 아뜰리에 오픈식 사전공연 행사 중이었다. .
20208,석촌호수 서호에서 본 풍경.
20209,흰구름과 파란하늘 오늘도 날씨는 정말 좋았다. .
20210,새로 지은 석촌호수 아뜰리에는 고고스 라는 까페가 있었다.
20211,단팥빵과 팥죽이 맛난 곳이었고 까페안에서 보는 경관도 좋았던 곳이다.
20212,송파구청에서 까페를 내 보내고 잠깐 그림을 배우는 곳으로 바꾸었다가 어느날 새로 공사를 하더니 오늘 개관기념 사전 공연을 했다.
20213,개관식은 6월 9일 오후 3시.
20214,석촌호수 아뜰리에는 일상이 예술이 되고 예술이 일상되는 송파를 꿈꾸며 만든 예술공간이다.
20215,송파구실버악단의 연주로 여러가지 음악을 연주했다.
20216,"베사메무초, 테스형,낭만에 대하여 현충일이라고 삼팔선의 봄, 고향무정을 연주하고 마지막으로 우리의 소원은 통일을 연주했다."
20217,석촌호수 아뜰리에 서쪽끝에 새로 생긴 담소커피점.
20218,테이크아웃만 가능한 곳이다.
20219,예기하지 않고 석촌호수 산책길 걷기에 나섰다가 새로 오픈된 아뜰리에도 보고 연주를 듣는 행운을 얻었다.
20220,글 사진 초록빛오후 손재원
20222,12시 되기 전까지 30분쯤 남았었는데 블로그에 기록 남기려고 사진 옮기면서 보다가 연애 시절에 썼던 블로그 비공개글 같이 보면서 시간 가는 줄 모르고 한 시간 넘게 같이 컴퓨터를 했다.
20223,진짜 시간이 빨리 간다.
20224,부산 1박 2일 여행기 기록하려다 타임머신타고 12년도까지 넘어갔다 왔다.
20225,사진 많이 찍고 기록 많이 하자고!
20226,이번에 부산 여행 다녀오면서 사진을 1천장 넘게 찍었는데 하나하나 시간 날때마다 다 따로 포스팅하려 한다.
20227,10년 뒤에 보고 지금을 그리워할 수 있도록 올해 5월 11일 결혼기념일은 아무런 이벤트 없이 오복통닭 시켜먹고 끝이였다.
20228,그래 아난티 가기로 했으니 그냥저냥 넘어가자 하면서!
20229,드디어 6월이 되고 금요일 연차쓰고 부산으로 향했다.
20230,금요일에는 신나게 수영하고 기절 토요일 아침이 밝았다.
20231,세상 일찍 일어나서 기분 제일 좋은 지환 김남편하고 지환이는 방에 자고 나는 거실에 혼자 자는데 지환이가 나오자마자 목 마르다고 하길래 생수 주고 대리석 테이블 위에 올리면서 뚜껑을 떨어트렸는데 비몽사몽 잠결에 뚜껑 주으려다 대리석 테이블 모서리에 눈 쾅 박아서 주저앉아 울었다.
20232,진짜 너무너무너무 아팠다.
20233,지금도 인상 찡그리면 아프다.
20234,휴 아직도 얼얼하네
20235,지환이는 아침부터 기분이 마냥 좋을뿐이고 지환이 1등으로 일어나고 김남편 2등으로 일어나 테라스에서 태닝하고 김씨들 정말 부지런한건 인정이다.
20236,나는 9시 40분에 일어나서 여유롭게 준비함 아난티 침구 정말 최고 좋다.
20237,호텔 침구 갓갓갓!
20238,준비 다 하고 나가기 전 테라스에서 짱구같이 엉덩이 춤 춘다.
20239,6살은 이런건가 엉덩이 탐정 노래부르면서 짱구 엉덩이 춤을 춘다.
20240,짱구 한번도 본 적 없는데 진짜 웃겨
20241,무거워서 오래 안고 있기 힘들다.
20242,아직도 안기고 업히는거 좋아하는 아이 나는 힘이 없단다
20243,아침 일찍 일어나서 태닝하고 부지런 부지런 김남편 나 김남편 여행 스타일 며칠 전 여행 스타일 테스트 했는데 나는 말 잘 듣는 무계획충 김남편은 지독한 계획충 최고의 동행파트너 진짜 웃기다.
20244,이번에도 지독한 계획충 덕분에 말 잘 듣는 무계획충 행복했습니다.
20245,엉덩이 춤 추는 김지환때문에 정상적인 사진을 찍을수가 없을 무 왜 저러지
20246,컨트롤이 안 됩니다.
20247,열심히 뛰어다님 에너지 대 폭발 아난티 정말 뛰어다니기 좋게 되있어서 그냥 풀어놓고 ?
20248,한달에 한번 가고싶네
20249,동남아 여행 온 기분 해외여행 느낌 잘 누렸다.
20250,저 기 뛰어가더니 한 참 있다가 엄마가 좋아하는 꽃 이라며 준다.
20251,꺾지 말라고 했는데 엄마는 꽃을 좋아한다고 이렇게 꽃을 꺾어준다.
20252,이래놓고 화나면 다시는 꽃 안 꺾어줄거야!
20254,오은영 선생님 불러올까 ????
20255,기분 좋으면 엄마 세상에서 제일 좋아
20256,엄마 내 옆에 앉아 엄마가 1등이야 기분 안 좋으면 엄마랑 말 안 해
20257,엄마한테 꽃 안 줄거야
20258,왔다리 갔다리 은냐은냐 이번 여행에서 예쁘게 사진 찍어주려고 노력한 김남편 아주 칭찬합니다.
20259,애정표현 한 가득 이 순수한 마음이 너무 좋다.
20260,안고 다니기 버겁지만 사랑하니께 와 몇 년만에 용궁사 2012년도 연애할때 !!!!!!!!!!!!!!!!!!!
20261,이거 사진 보여준다는게 블로그 첫 데이트부터 신혼여행 사진까지 한 바퀴 다 보고 왔다.
20262,근데 난 김남편 지금 모습이 더 좋아 사.....
20263,사는동안 많이 버시오 잔나비띠 김지환 오늘 용궁사에서 말 진짜 완전 안 들어서 휴.....................
20264,2012년도에 데이트하러 올때만해도 김남편하고 결혼해서 애 낳을줄 몰랐는데 그때는 내가 화도 안 내고 진짜 착한 ?
20266,화나게 하지마 드릉드릉 말 절대 안 듣는 김지환 덕분에 오늘도 구석탱이 데리고 가서 야 김지환 니 진짜 엄마 화나게 할래
20267,셋이 같이 찍으려고 했는데....
20268,지나가는 분한테 사진 찍어달랬는데...
20269,김지환 안 찍고 다른데 가서 우리 둘이 찍음 슬퍼요.
20270,정상적인 가족사진 없음이야 소원 빌고 위풍당당 이마 보소 이마 넓어서 잘 살끼다
20271,우리 지환이 평일에 가고 싶다.
20272,여유로움을 느낄수 없었던 용궁사
20273,한국에서 가장 아름다운 절 1위 다음에는 평일에 가는걸로!
20274,용궁사 갔다가 이케아 갔다.
20275,머선 일 이케아 너무 좋다.
20276,쇼룸에서 이러고 있는 아이 저는 모르는 애 입니다.
20277,오늘 만보기 있었음 진심 2만보는 걸었을거 같은데 너무 피곤해서 쇼파에 진짜 한참 앉아 쉬고 너무너무너무너무너무 많이 걸었다.
20278,11시 체크 아웃 하고 용궁사 갔다가 이케아 갔다가 진짜 시계 안 봐서 몰랐는데 시계 보니까 5시 넘음 헐 헐 헐 헐?????????????????
20279,너무 많이 돌아다녔다.
20281,뭐야.........
20282,주차하다 쥐어박아 깨진 사이드미러 아 몰라 차 바꾸면 되지
20283,뭐 1박 2일 부산 여행 진짜 알차게 놀았다.
20284,너무 피곤해서 일찍 자야지
20285,했는데 벌써 2시다 망했다.
20286,내일은 하루종일 푹 쉬어야지!
20288,정리하다보니 월욜가방 챙길시간이 왔어요
20289,하루도 정신없이 흘러가고 한주도 정신없이 흘러가고 오느순간 나이가 들수록 시간이 정말 눈깜짝할사이에 지난가는걸 느낍니다
20290,타이탄의 도구들에서 타이탄들의 습관을 안내해주면서 일기쓰기를 알려주었는데요 타이탄들은 자기전에 꼭 생각할 거리를 정해두고 자라고 하더라구요
20291,다음날 생각할것까지 미리 생각해두며 정말 시간을 낭비하지 않은 습관이 성공의 길이지 않았아
20292,책 학권당 하나의 좋은 습관만 따라해바도 정말 좋을것 같아요
20293,이책에서 저에게 도움이 되는 습관은 어떤이 있는지 작성해봐야겠어요
20294,만뚜가 글쎄 가만히 보니 앉기 연습을 하고 있더라고요.
20295,순간 넘 신기해서 찍어두었어요.
20296,그 모습이 아직 완성 단계가 아니라서 더 이쁜 순간 이였어요.
20297,주변에 장난감들을 놔주면 스스로 이것저것 만져보며 놀이하고 있어요.
20298,여러 놀이들 중 제일 눈에 띄인건 공놀이 인대요.
20299,공을 잡고 싶은데 만뚜 마음대로 안되서 자꾸만 멀리 굴러가는 공!
20300,"순간, 공을 굴리며 잘 놀이하는 것처럼 보여요."
20301,"만뚜가 요즘 엎드려 상채를 들고 흔들거리는 건 자주 봤지만, 이렇게 앉기 바로 직전은 순간은 처음 봤어요."
20302,뭔가 딱 앉기 전의 애매한 이 상황 넘 귀엽네요.
20303,"3주 전에도 이 자세를 연습하다가 중심을 잃고 쿵 하고 넘어질 때 많이 아파해서 앉기 연습은 마음이 조마조마 했는데, 오늘 만뚜의 모습을 보니 흔들거리지 않고 안정적인 모습이보여서 안심이였어요."
20304,오늘따라 낮잠들기 힘들어하는 만뚜...
20305,평소에큰 낮잠들기 힘들어하면 이불을 두른 뒤 애벌레까지는 아니고 반만 두른 모습 안아서 흔들거리거나 왔다갔다 돌아다니면 5분 안쪽으로 잠들었는데 오늘은 아니였어요.
20306,뭔가 졸린 타이밍을 놓친 기분이였답니다.
20307,오구 안쓰러워라.
20308,그래서 오랜만에 뒤로 업어줬답니다.
20309,하지만 오늘은 넘 힘든지 만뚜가 평소처럼 기대에 부풀어서 등에서 웃진 않네요.
20310,이런날도 다 있군요.
20311,그래서 만뚜 최애 놀이인 거울 까꿍놀이를 했을 때에 방긋 웃는 모습을 볼 수 있었답니다.
20312,그리고 만뚜는 얇은 호랑이 블랭킷을 위에 덮어서 이곳저곳을 다니니 스르륵 잠이 들었어요.
20313,정말 오랜만에 잠투정이 길었네요.
20314,만뚜네 집 배경과 다른 곳이네요.
20315,만뚜 친구네에 다녀왔어요.
20316,만뚜 친구네 집은요.
20317,아가 장난감들이 정말 많아요.
20318,그래서 만뚜가 갈 때마다 눈 휘둥굴 해진답다.
20319,그리고 오늘 느낀 점은 공동육아 의 매력인데요.
20320,공동육아의 매력 한 사람씩 돌아가며 잠시라도 쉴 수 있음 아가들은 서로에게 관심이 많음 아가들이 하루 패턴이 맞으면 행복 낮잠 시간이 맞으면 최고 육아 동지와 수다수다
20321,촉감놀이를 함께하면 덜 힘들고 기쁨 두 배 함께 하면 서로 힘이 남 장점이 너무 많아서 정말 추천해요.
20322,"출산 후 호르몬 변화로 최근들어 우울한 날들이 많았는데, 이렇게 공동 육아를 하니 정말 기뻤답니다."
20323,왜 이렇게 힐링이 되는지
20324,아무래도 함께라서 기쁜 두 배겠죠?
20325,지금도 이 글을 읽고 있을 만뚜 친구 어모니 우리 또 공동 육아 해보아요.
20326,히히 두 아기가 마침 이유식 먹일 시간이 비슷해서 함께 냠냠 타임을 가졌어요.
20327,서로 먹는거 구경하느라 바빴답니다.
20328,집으로 돌아가는 길 이에요.
20329,산책하는 느낌 불씬 나죠?
20330,다행히 초저녁에는 바람이 살랑살랑 불어서 집 가는 길에 시원 했답니다.
20331,그리고 요즘 만뚜의 산책 필수품이죠.
20332,꿈꾸는고래 수유등 수면유도등 카카오톡 선물하기로 받은 출산선물 이였는대요.
20333,"초반엔 만뚜가 흥미가 별로 없었는데, 요즘은 산책 나갈 때 마다 가지로 나가면 고래의 물줄기 부분의 벨크로 부분을 잡고 찹찹 빨면서 먹더라고요."
20334,시어머니 말씀으로는 잡고 빨기 좋아서 딱 인것 같다고 하셨어요.
20335,여담 이 제품은 남편 지인분이 선물해 주신 것인데.
20336,수면유도등 이라는 말에 걸맞게 만뚜 낮잠 재울 때 고래에서 들리는 심장소리.
20337,백색소음 덕에 만뚜 꿀잠 잔 날이 좀 있어서 추천하고 싶어요.
20338,이런것도 내돈내산 이라고 하나요?
20339,이게 무슨 일 일까요?
20340,저녁 이유식 먹는 시간에 만뚜가 배고픔에 졸린 상태가 겹쳐서 힘들어하더라고요.
20341,오늘은 전체적으로 잠 때문에 힘들어하는 만뚜였네요.
20342,평소엔 하이체어에서 먹는데 만뚜가 졸려서 그런지 진정하기 어려워 해서 안고 먹이다가 오랜만에 낮은 의자에서 먹여 보았답니다.
20343,처음에는 울먹였지만 차츰 진정이 되서 다행이였어요.
20344,이렇게 빵 하고 울다가 저러게 바로 생글생글 웃다니
20345,밤잠 자기 전 막수 하루의 마지막 수유 키가 커서 전엔 수유쿠션에 딱 맞았는데 점점 다리가 수유 쿠션에서 나온 모습이 보이네요.
20346,그리고 만뚜는 종종 쭈쭈를 먹으며 다리를 춤추듯이 저렇게 움직인답니다.
20347,저 모습을 보니 제목은 생각 안나지만 한 노래의 인트로 부분인 스텝 바이 스텝 우 베이베!
20348,이 노래가 맴돌았어요.
20349,여담 전에는 부끄러웠던 단어인 쭈쭈 이제는 모유수유 한지 8개월이 넘어가고 있어서 그런지 이제는 익숙한 단어가 되버렸답니다.
20350,이거 혹시 성인 단어로 걸리나요?...
20352,"매일 일기를 꾸준히 써봤는데, 하루가 너무 피곤하고 평일에 집안 이곳저곳을 청소해보느라 쌓였던 피로가 입안 잇몸이 욱신 거리는 것으로 되서 만뚜 재울 때 함께 잠들어버려서 올릴 사진들을 다 수정해 놓은 상태였는데..."
20357,난 정말 기뻤고 마음이 놓였다.
20358,그동안 하루하루 매일 일기를 쓰느라 고생?
