en_sentence,ko_sentence,emotion
i kuribayashi i had the feeling that had we met i would have liked him,나는 쿠리바야시 나는 우리가 만났더라면 그를 좋아했을 것이라는 느낌이 들었다.,love
i love it so much it adds just the right about of edge when im feeling rebellious,나는 그것을 너무 좋아해서 내가 반항심을 느낄 때 적당한 엣지를 더한다.,anger
i woke up feeling distraught,나는 정신 착란으로 잠에서 깼다.,fear
i won t do any weights till i feel more lively,나는 내가 더 활기차다고 느낄 때까지 어떤 역기도 하지 않을 것이다.,joy
i shall just sleep feeling pissed psssh,나는 화가 나서 그냥 잘 것이다.,anger
i feel badly enough about myself and everything thats going on and some of these people that are supposed to be helping me arent particularly sympathetic,"나는 나 자신과 일어나고 있는 모든 일, 그리고 나를 도와야 할 이 사람들 중 일부는 특별히 동정적이지 않다.",love
i asked how does the long grass feel he said this long grass feels lovely,나는 긴 잔디가 어떻게 느끼냐고 물었다. 그는 이 긴 잔디가 사랑스럽게 느껴진다고 말했다.,love
i want to stop taking it one day but also feel terrified that lots of feelings of anxiety panic will come flooding back,나는 언젠가 그것을 복용하는 것을 멈추고 싶지만 많은 불안 공황의 감정이 다시 밀려올 것이라는 두려움도 느낀다.,fear
i could see that when i am angry with my coworker i am also in a moment where i do not trust the other person s intentions i do not feel respected or appreciated by that person,나는 내가 동료에게 화가 났을 때 다른 사람의 의도를 믿지 못하는 순간에 있다는 것을 알 수 있었다. 나는 그 사람에게 존경받거나 감사하다고 느끼지 않는다.,joy
i watch my friends going through changes and i feel envious,나는 내 친구들이 변화를 겪는 것을 보고 부러움을 느낀다.,anger
im feeling glad that we got that first show out of the way and its in the rear view mirror,나는 우리가 첫 번째 쇼를 방해하고 백미러에 보여서 기쁘다.,joy
i feel pretty blank right now and thats good,나는 지금 매우 멍한 느낌이 들고 그것은 좋다.,sadness
i really like it i feel so nostalgic watching decade as i remember a lot of the hesei kamen riders,나는 그것을 정말 좋아한다. 나는 많은 헤세이 가멘 라이더들을 기억하기 때문에 10년을 보는 것을 매우 향수를 느낀다.,love
i do find myself feeling anxious seeing what everyone else is doing and feeling that i am not up to part with my peers and or i am stagnate,나는 다른 모든 사람들이 하는 것을 보고 불안함을 느끼며 내가 동료들과 헤어질 능력이 없다고 느끼거나 내가 정체되어 있는 것을 발견한다.,fear
i believe most teenage girls feel like when they are influenced by the popular crowd and just want to fit in,나는 대부분의 십대 소녀들이 인기 있는 군중으로부터 영향을 받고 그저 어울리고 싶을 때처럼 느낀다고 믿는다.,joy
i have been feeling pleased with myself for being really healthy this pregnancy,나는 이번 임신에서 정말 건강했던 나 자신에게 만족감을 느끼고 있다.,joy
i feel miserable just reading about americas heat wave and i live in the always hot middle east,나는 아메리카의 폭염에 대해 읽는 것만으로도 비참함을 느끼고 항상 더운 중동 지역에 살고 있다.,sadness
i began to kiss her again she slowly started lifting her head and feel suspicious,나는 그녀에게 다시 키스하기 시작했고 그녀는 천천히 고개를 들기 시작했고 의심스러워했다.,fear
i wiggle my toes to feel the cool sheets across my skin bringing awareness back into my body as i descend down from a dream state back into my bed,나는 꿈의 상태에서 침대로 내려오면서 내 몸에 의식을 불어넣는 내 피부를 가로지르는 시원한 시트를 느끼기 위해 발가락을 꿈틀거린다.,joy
i created my how to paint an owl e course with the intention of sharing the simple shape templates that i use to start my own owls so that others could easily create their own and not feel afraid to start on a blank canvas,나는 다른 사람들이 쉽게 자신만의 부엉이를 만들고 빈 캔버스에서 시작하는 것을 두려워하지 않도록 내가 부엉이를 시작하는 데 사용하는 간단한 모양 템플릿을 공유할 의도로 부엉이 코스를 그리는 방법을 만들었다.,fear
i can t help but feel appreciative of artists who produce such quality work,그런 수준 높은 작품을 만들어 내는 예술가들에게 감사함을 느끼지 않을 수 없다.,joy
i feel sooooooooper vain taking pics of myself for the last hour,나는 지난 한 시간 동안 내 사진을 찍는 것이 너무 허무하다고 느낀다.,sadness
i have to be honest with a grandmother that passed away at i dread the idea that if i die young i wont get to do all of these things i really feel passionate about,나는 내가 만약 일찍 죽는다면 이 모든 것들을 할 수 없을 것이라는 생각이 두렵다. 나는 정말로 열정적으로 느낀다.,love
i feel distraught as ever,나는 여전히 마음이 산란하다.,fear
i feel the wrapping of the gift is almost as important as the gift itself,나는 선물 포장이 선물 자체만큼이나 중요하다고 느낀다.,joy
im feeling awkward every time i start a photoshoot,나는 사진 촬영을 시작할 때마다 어색함을 느낀다.,sadness
i am unable to conclude what kind of person i consider myself i can say feeling guilty and uncertain helps me to realize some of my flaws so hopefully i can move forward in my life to think about situations and my words more thoroughly before acting,나는 내가 죄책감과 불확실성을 느끼는 내가 나를 어떤 사람으로 생각하는지 결론을 내릴 수 없다. 그래서 내가 행동하기 전에 상황과 내 말에 대해 더 철저하게 생각하기 위해 내 인생에서 앞으로 나아갈 수 있기를 바란다.,sadness
i feel stupid dumb and unwanted,나는 바보 같고 원하지 않는 것 같아.,sadness
im still feeling needy and what my human family cannot possibly give me i am looking elsewhere,나는 여전히 궁핍함을 느끼고 있고 내 인간 가족이 나에게 줄 수 없는 것을 나는 다른 곳을 보고 있다.,sadness
i don t recommend carrying around handfuls of gold jewelry in your backpacks or having it on your person i do think that a few key pieces of fun jewelry are necessary to keep you looking and feeling cute on the road,나는 배낭에 금 보석을 한 움큼씩 가지고 다니거나 그것을 몸에 지니고 다니는 것을 추천하지 않는다. 나는 당신이 길에서 귀엽게 보이고 느끼도록 하기 위해 몇 가지 중요한 재미있는 보석이 필요하다고 생각한다.,joy
i couldnt help feeling charmed and amused,나는 매혹되고 재미있다는 것을 느끼지 않을 수 없었다.,joy
i have come to a place in my life where i feel having a romantic partner is unnecessary,나는 내 인생에서 로맨틱한 파트너를 갖는 것이 불필요하다고 느끼는 곳에 왔다.,love
i feel like an idiotic twat for some of the things i have written in the past and for some of the things i have advertised having done,나는 내가 과거에 쓴 것 중 몇 가지와 내가 했다고 광고한 것 중 몇 가지에 대해 바보 같은 바보처럼 느껴진다.,sadness
day i received my te score and acceptance into my chosen course,내가 선택한 코스에 합격하고 내 시험 점수를 받은 날,joy
i was feeling really frantic i knew i had to find james there too,나는 정말 미친 듯이 느껴졌다. 나도 그곳에서 제임스를 찾아야 한다는 것을 알았다.,fear
ive just come back from work and now im not in again saturday so im going to spend my time playing some games and tidying up the flat a bit its nice to just feel relaxed and in control for a change,나는 방금 일을 마치고 돌아왔고 지금은 토요일에 다시 출근하지 않는다. 그래서 나는 게임을 하고 아파트를 정리하는 데 시간을 보낼 것이다. 단지 긴장을 풀고 변화를 위해 통제를 하는 것이 좋다.,joy
im always open to suggestions so please feel free to email me,나는 항상 제안을 받아들이기 쉬우니 편하게 이메일을 보내줘.,joy
i found that the price of staying and feeling gorgeous has sky rocketed so i decided to take my own personal experiences and use them to give fellow students and other people on a budget a helping hand,나는 머물면서 멋지게 느끼는 것의 가격이 치솟는 것을 발견했고 그래서 나는 내 개인적인 경험을 가지고 그것을 예산에 있는 동료 학생들과 다른 사람들에게 도움을 주는 데 사용하기로 결정했다.,joy
i feel that the video was a clever harsh striking and much needed parody satire on the current state of hip hop,나는 그 비디오가 영리하고 가혹한 공격이었고 힙합의 현재 상태에 대한 패러디 풍자가 많이 필요했다고 느낀다.,joy
i am totally enamoured with this dress it is so flowy and lovely perfect for a warm summer day it feels really romantic and springy and i am so so excited to show you all,나는 이 드레스에 완전히 매료되었다. 그것은 따뜻한 여름날에 매우 부드럽고 사랑스럽게 완벽하다. 그것은 정말 낭만적이고 봄처럼 느껴진다. 그리고 나는 너에게 모든 것을 보여줄 수 있어서 너무 흥분된다.,love
i have good camwhore skill thanks to instagram and pudding which is anotehr super popular social apps to post all your vain picture without feeling vain because others will do the same so ftw,나는 인스타그램과 푸딩 덕분에 다른 사람들이 같은 소프트웨어를 할 것이기 때문에 허영심을 느끼지 않고 당신의 허영심 많은 사진을 게시할 수 있는 또 다른 매우 인기 있는 소셜 앱 덕분에 좋은 캠웨어 기술을 가지고 있다.,sadness
i have started this journal because i feel like a bunch of unfortunate and seemingly random things happen to me and i would like to keep track of them,내가 이 저널을 시작한 이유는 나에게 많은 불행하고 무작위적으로 보이는 일들이 일어나고 그들을 추적하고 싶기 때문이다.,sadness
when the paramilitary was sent to the unza and it started using tear gas and started intimidating the students without any provocation,준군사조직이 unza로 보내졌고 그것은 최루탄을 사용하기 시작했고 아무런 도발 없이 학생들을 위협하기 시작했다.,anger
i know other musicians who feel punished for being gone nagged guilt tripped,나는 잔소리나 죄책감이 들었기 때문에 벌을 받는다고 느끼는 다른 음악가들을 안다.,sadness
i am so pissed now lol screaming silently baby sleep beside me well thats that and tody is another day and i feel like being petty,나는 지금 너무 화가 나 ㅋㅋ 소리 없이 소리 지르며 내 옆에서 잘 잔다 그래서 오늘은 또 다른 날이고 나는 옹졸한 기분이 든다.,anger
i feel ashamed and embarrassed every time someone is executed in the us,나는 미국에서 누군가가 처형될 때마다 부끄러움과 부끄러움을 느낀다.,sadness
i remember smiling when i saw her picture and feeling so happy for you guys that you finally got to meet your girl,나는 내가 그녀의 사진을 보았을 때 미소를 지었고 마침내 당신이 당신의 여자를 만나게 되어 매우 행복했다고 느꼈던 것을 기억한다.,joy
im waiting to go to my decal right now and i feel really shitty so i dont want to do any studying for the time being,나는 지금 내 스티커에 가려고 기다리고 있는데 기분이 너무 안 좋아서 당분간 공부를 하고 싶지 않아.,sadness
i feel that all sports are unprotected from the media and on an equal playing field,나는 모든 스포츠가 미디어와 동등한 운동장에서 보호되지 않는다고 느낀다.,sadness
i am sure the vast majority of decent working class people feel insulted about being derided as unable to be respectful towards referees and are the parents who watch their child s match shouting abuse and swearing etc,나는 대다수의 괜찮은 노동 계급 사람들이 심판에게 존중할 수 없다는 조롱을 받는 것에 대해 모욕감을 느끼고 있다고 확신한다. 그리고 그들의 아이들이 욕설을 외치고 욕설을 하는 것을 보는 부모들인가?,anger
i feel so appreciative to the owners of this cafe,나는 이 카페의 주인들에게 매우 감사함을 느낀다.,joy
i feel peaceful it s ok,나는 평화롭게 느껴져 괜찮아.,joy
i have been absolutely useless written about nothing at all and feel like im neglecting my faithful followers by failing to update the blog today,나는 아무것도 아닌 것에 대해 전혀 쓸모가 없었고 오늘 블로그를 업데이트하지 못함으로써 내 충실한 팔로워들을 무시하는 기분이 든다.,joy
im feeling so doubtful today,나는 오늘 너무 의심스러워.,fear
i am actually feeling optimistic about my back and my future in movement,나는 사실 내 등과 움직임의 미래에 대해 낙관적으로 느끼고 있다.,joy
im dreaming of zombie apocalypses alien dragons with breathing tubes attacking the earth and feeling cranky,나는 좀비 종말론 외계 용들이 지구를 공격하고 괴팍함을 느끼는 꿈을 꾼다.,anger
i don t feel amazing or good afterwards then i m not pleased,그 후에 나는 놀랍거나 기분이 좋지 않다. 그러면 나는 기쁘지 않다.,joy
i really started to feel that the ica was an association worth supporting and maybe something that id enjoy being a part of,나는 정말로 ica가 지지할 가치가 있는 협회이고 아마도 내가 참여하는 것을 즐기는 것이라고 느끼기 시작했다.,love
i hope to god it is a false reading because i feel so unprotected without him,나는 그가 없으면 너무 무방비하다고 느끼기 때문에 그것이 잘못된 읽을거리이기를 바란다.,fear
i need to get a job but due to my very silly head i dont really know what i feel passionate about anymore nor do i know what drives me,나는 직업을 구해야 하지만 내 바보 같은 머리 때문에 나는 내가 무엇에 대해 열정을 느끼는지 더 이상 알지 못하며 무엇이 나를 움직이게 하는지 모른다.,love
i wake up always feeling anxious not knowing why,나는 항상 왜 그런지 모르면서 불안함을 느끼며 일어난다.,fear
i am feeling impatient restless excited,나는 조급함을 느끼고 안절부절못하며 흥분하고 있다.,anger
im feeling adventurous i use his ideas as my own,나는 모험심을 느낀다 나는 그의 아이디어를 내 것으로 사용한다.,joy
i just have to allow myself to loosen up a bit so i don t feel too stressed and restricted by myself,나는 단지 내 스스로가 너무 스트레스를 받고 제한을 받지 않도록 내 자신을 조금 느슨하게 해야 한다.,sadness
im happy i got her to see her smile and laugh yesterday something to bring me joy when i feel completely drained,나는 행복해 나는 어제 그녀가 웃고 웃는 것을 보게 해서 내가 완전히 지쳤다고 느낄 때 나에게 기쁨을 줄 수 있는 무언가를 얻었어.,sadness
i understand that sometimes historians grow attached to the eras or personalities they study but i feel like this goes beyond a casual and predictable infatuation with the civilization and its history,나는 때때로 역사학자들이 그들이 공부하는 시대나 성격에 애착을 갖는다는 것을 이해하지만 나는 이것이 문명과 그것의 역사에 대한 캐주얼하고 예측 가능한 매력의 범위를 넘어선다고 느낀다.,joy
i feel like a delicate fragile vase,나는 섬세하고 깨지기 쉬운 꽃병처럼 느껴진다.,love
i feel very pretty and i have a really cute outfit on with some pretty costume jewelry,나는 매우 예쁘다고 느끼고 예쁜 코스튬 주얼리와 함께 정말 귀여운 옷을 입었다.,joy
i feeling a little tender and uncomfortable but the needle marks on my bum are worse,나는 약간 부드럽고 불편하지만 내 엉덩이에 있는 바늘 자국이 더 심하다.,love
i realised i only hate people because i feel threatened by them,나는 내가 사람들로부터 위협을 느끼기 때문에 내가 사람들을 싫어한다는 것을 깨달았다.,fear
i asked this person how she was approaching this issue the answer was oh i m being very specific i m saying even though i don t feel loved i deeply and completely accept myself,나는 이 사람에게 그녀가 이 문제에 어떻게 접근하고 있는지 물었습니다. 대답은 오 그가 매우 구체적으로 말하고 있다는 것입니다. 비록 내가 사랑을 깊게 느끼지 않지만 나는 나를 완전히 받아들입니다.,love
i wake up this morning i can feel my legs my body is aching,나는 오늘 아침에 일어나 내 다리가 아픈 것을 느낄 수 있다.,sadness
i feel anxious and worry just in case i dont understand the customers problems,고객들의 문제를 이해하지 못할까봐 불안하고 걱정된다.,fear
i feel like the image is compromised and immediately not as successful,이미지가 손상되고 즉시 성공적이지 않은 것 같습니다.,joy
i feel this feeling when i am to fill in a questionnaire or a form,나는 설문지나 양식을 작성할 때 이 감정을 느낀다.,anger
i feel tortured being a person because no one in the world even think im somebody i wish there will be somebody out there wishing is just a waste of time though i dream too for somebody but its just the same tortured,이 세상 아무도 내가 누군가라고 생각하지 않기 때문에 나는 사람으로서 고문을 느낀다. 나는 누군가에게 꿈을 꾸지만 그것은 단지 시간 낭비일 뿐이기 때문이다. 하지만 그것은 똑같이 고문을 당한다.,fear
i almost feel confused and out of character when i honestly say actually things are going pretty well,나는 솔직히 일이 꽤 잘 진행되고 있다고 말할 때 거의 혼란스럽고 성격에 맞지 않는다고 느낀다.,fear
i feel naughty a href http www,나는 개구쟁이처럼 느껴져 http ww.,love
im sick of constantly having this betrayed feeling in my stomach the feeling that no matter how much someone says they care about me whether it be a friend or something more they dont seem to have any loyalty no compassion for me or whats hurt me no understanding just arguments,나는 누군가가 그것이 친구든 그 이상의 것이든 나를 신경 쓴다고 아무리 말해도 나에 대한 충성심이나 무엇이 나를 해치는지 이해하지 못하고 단지 논쟁만 하는 것에 질렸다.,sadness
ive learned that people will forget what you said people will forget what you did but people will never forget how you made them feel she showed that our creative work can be a way to show kindness,"나는 사람들이 당신이 말한 것을 잊을 것이라고 배웠지만, 사람들은 당신이 한 일을 잊어버릴 것이다. 하지만 사람들은 당신이 어떻게 그들이 우리의 창조적인 작업이 친절을 보여주는 방법이 될 수 있다는 것을 보여주었다고 느끼게 했는지 결코 잊지 않을 것이다.",joy
i am not a regular member of this group meaning that i do not follow whats going on very often and also i feel a bit shy in budding in when i do not have much to say but today i have a request for you people,"나는 이 그룹의 정규 멤버가 아니며, 내가 자주 일어나는 일을 따르지 않는다는 것을 의미하며, 또한 내가 할 말이 많지 않을 때 개입하는 것이 조금 부끄러워지지만 오늘 나는 너에게 부탁이 있다.",fear
i will be able to feel a little bit more emotional freedom,나는 조금 더 감정적인 자유를 느낄 수 있을 것이다.,sadness
i have a feeling this week is just going to be splendid,이번 주는 정말 멋질 것 같은 느낌이 들어요.,joy
i would never be able to feel like i do today buoied up by sense of peace and calm that can only come through hope,나는 희망을 통해서만 얻을 수 있는 평화와 평온함에 의해 채워진 오늘처럼 결코 느낄 수 없을 것이다.,joy
i hate the fact i feel so miserable most of the time when im not usually and i hate the fact i feel as if im moaning,나는 내가 보통이 아닐 때 내가 너무 비참하다고 느낀다는 사실을 싫어하고 내가 신음하는 것처럼 느낀다는 사실을 싫어한다.,sadness
i would have never understood or valued the meaning of a life partner if i did not feel lonely,만약 내가 외로움을 느끼지 않았다면 나는 인생의 동반자의 의미를 결코 이해하거나 가치있게 여기지 않았을 것이다.,sadness
i m tryin my level best be a gud pal but i cant help if u dont understad what i feel abt u dats ur problemn i don think carin for sum is a crime img src rte emoticons smile sarcastic,나는 내 수준에서 가장 좋은 친구가 되려고 노력하지만 만약 네가 네 문제에 대해 내가 느끼는 것을 이해하지 못한다면 도와줄 수 없어. 나는 카린 포섬이 범죄라고 생각해. srrcrrt 이모티콘 웃어.,anger
i feel so bouncy and happy,나는 매우 활기차고 행복하다.,joy
i feel like i missed out on an opportunity to wear a cape during my run,달리기를 하는 동안 망토를 입을 기회를 놓친 것 같다.,sadness
i seriously hate one subject to death but now i feel reluctant to drop it,나는 한 가지 죽을 주제를 심각하게 싫어하지만 이제 그것을 포기하는 것이 꺼림칙하다.,fear
i was still feeling lousy from the cough and the side effects of chemo were finally kicking in,나는 여전히 기침으로 기분이 나빴고 화학 약품의 부작용이 마침내 시작되었다.,sadness
i feel its image has certainly been damaged by all of this,나는 이 모든 것으로 인해 그것의 이미지가 확실히 손상되었다고 느낀다.,sadness
i understand that you re feeling anxious,당신이 불안해 하는 것을 이해합니다.,fear
i understand that but its so nice not to feel like the weird one,나도 이해하지만 이상한 사람처럼 느껴지지 않아서 너무 좋아.,fear
i feel so vain when i look at myself and notice how much i like my nose or how nice my face structure is,나는 내 자신을 보고 내가 얼마나 내 코를 좋아하는지 또는 내 얼굴 구조가 얼마나 멋진지 알아차릴 때 너무 허영심을 느낀다.,sadness
i feel like i can read all the articles and blogs and even the press releases from the akron marathon in the world but nothing can calm me down,"나는 세상의 모든 기사, 블로그, 심지어 아크론 마라톤의 보도 자료까지 읽을 수 있지만 그 무엇도 나를 진정시킬 수 없다고 느낀다.",joy
i feel very lucky to have known him to have called him family,나는 그가 그를 가족이라고 불렀다는 것을 알게 된 것이 매우 행운이라고 느낀다.,joy
i feel so privileged that god made this plan for us,하나님이 우리를 위해 이 계획을 세우셔서 나는 매우 영광스럽게 느낀다.,joy
id have spent more time with her on reading i feel a bit guilty about that,나는 독서에 그녀와 더 많은 시간을 보냈다. 나는 그것에 대해 조금 죄책감을 느낀다.,sadness
i know your feeling because i have it and i am glad you have it,나는 그것을 가지고 있기 때문에 너의 감정을 알고 있고 나는 네가 그것을 가지고 있어서 기쁘다.,joy
im feeling a bit resentful towards all you australians who watch our modern family greys anatomy and glee,나는 우리의 현대 가족 회색 해부학과 희열을 보는 모든 호주인들에게 약간 분개한다.,anger
i had to stand in front of sinks and odkh milk in front of all the women who were entering the bathroom she said i feel offended and i try hard not to cry took,나는 화장실에 들어가는 모든 여자들 앞에서 싱크대와 이상한 우유 앞에 서야 했다. 그녀는 내가 기분이 나쁘고 울지 않으려고 노력한다고 말했다.,anger
im feeling pretty good now and ignoring the fact that ill probably feel worse before i feel better a href https lh,나는 지금 꽤 기분이 좋고 내가 기분이 나아지기 전에 아마도 기분이 더 나빠질 것이라는 사실을 무시한다.,joy
i hope i would be able to understand and not make my friend feel pressured into doing anything they did not want to do,나는 내가 이해 할 수 있고 내 친구가 그들이 원하지 않는 것을 하도록 압박하지 않기를 바란다.,fear
i can t tell you fortunate i feel to have access to so many wonderfully talented photographers like yourself,나는 너에게 운이 좋다고 말할 수 없다. 나는 너와 같은 훌륭한 재능 있는 사진작가를 많이 접할 수 있다는 것을 느낀다.,joy
i felt off kilter before and since following his prompting and seeking peace i feel resolved,나는 그의 권유와 평화를 추구하는 것을 따라 하기 전과 후로 기분이 더 이상 나아지지 않았다. 나는 결심했다고 느낀다.,joy
i feel that it is vital to the conservative movement or anybody to the right of obama for that matter not hard to be to watch carefully,나는 그 문제를 주의 깊게 지켜보는 것이 어렵지 않게 보수 운동이나 오바마의 오른쪽에 있는 누구에게나 중요하다고 느낀다.,joy
i hope to feel a waft of cool air but no luck,나는 시원한 공기를 느끼고 싶지만 운이 없다.,joy
i bet you ll feel absolutely horny on watching shameless blond lad make his guy cry of pleasure caused by hottest fist fuck,파렴치한 금발 청년이 그의 남자를 뜨거운 주먹으로 인한 기쁨의 울음소리를 내는 것을 보면 틀림없이 흥분할 것이다.,love
i just want someone i can feel safe around isnt gunna make me as questions or what me to explain myself about things all the time a guy that understands and gets me,나는 단지 내가 안전하다고 느낄 수 있는 누군가가 나를 질문으로 만들거나 나를 이해하고 이해하는 남자에 대해 항상 내 자신을 설명하는 것을 만들지 않기를 바란다.,joy
im feeling pretty energetic,나는 꽤 활기차게 느껴진다.,joy
i always conceal my real true feelings because im afraid of being venerable and taking advantage of because well that happened before and it really destroyed me,나는 항상 나의 진정한 감정을 숨긴다 왜냐하면 나는 전에 잘 일어났고 그것이 나를 정말로 파괴했기 때문에 존경받고 이용당하는 것을 두려워하기 때문이다.,fear
i was cleaning up the spilled juice i was thinking about this and even remembered how i had felt at the time and realized that had it been one of my kids who had made this mess i probably wouldnt be calmly cleaning up the mess feeling only a little bit annoyed,"나는 흘린 주스를 치우고 있었고, 이것에 대해 생각하고 있었고, 심지어 내가 그때 어떻게 느꼈는지 기억했고 만약 이 난장판을 만든 사람이 내 아이들 중 한 명이었다면 나는 아마도 아주 조금 짜증나는 기분으로 침착하게 난장판을 치우고 있지 않았을 것이다.",anger
im feeling cool today,나는 오늘 시원하다.,joy
i want you on the trip that i feel is cool,나는 내가 멋있다고 느끼는 여행에서 너를 원한다.,joy
i look at the feelings which i think have in some ways inhibited me from stepping forwards,나는 내가 앞으로 나아가는 것을 어떤 면에서 억제했다고 생각하는 감정을 본다.,sadness
i feel her pain and i let her know and i want anyone else suffering with depression to know that you are not alone,나는 그녀의 고통을 느끼고 그녀에게 알렸고 우울증으로 고통받는 다른 사람이 당신이 혼자가 아니라는 것을 알았으면 한다.,sadness
i often look back on my younger years and feel ashamed of the things i have done,나는 종종 나의 어린 시절을 돌아보고 내가 한 일들에 대해 부끄러워한다.,sadness
i hear it makes me feel reassured of my views towards humanity,나는 그것이 내가 인류에 대한 나의 견해에 대해 안심하게 한다고 들었다.,joy
im feeling drained as usual,여느 때처럼 기운이 빠진다.,sadness
i feel frustrated about especially last night is not in doing all those things i actually enjoy them but in finding the time to do them,나는 특히 지난 밤에 대해 좌절감을 느낀다. 내가 실제로 그것들을 즐기는 모든 것을 하는 것이 아니라 그것들을 할 시간을 찾는 것.,anger
i have been feeling very discouraged the last few weeks,나는 지난 몇 주 동안 매우 낙담했다.,sadness
i choose to feel terrific a href http www,나는 멋진 href http www를 느끼기로 선택했다.,joy
i feel like the hymn says i stand all amazed at the love jesus offers me confused at the grace that so fully he proffers me,나는 찬송가가 말하는 것처럼 예수님이 내게 주신 사랑에 완전히 그가 내게 주신 은혜에 혼란스러워하며 서 있다.,surprise
i feel very blessed to be given the chance to do what i love,내가 사랑하는 일을 할 수 있는 기회가 주어져서 나는 매우 축복받았다고 느낀다.,love
i love feeling like i am truly making a difference in students lives although sometimes i am unsure,나는 때때로 확실하지 않지만 내가 진정으로 학생들의 삶에 변화를 일으키고 있다고 느끼는 것을 좋아한다.,fear
i still feel slightly strange with sorrow but i know its not something of god but of satan,나는 여전히 슬픔으로 약간 이상하지만 그것이 신이 아니라 사탄의 것이라는 것을 안다.,surprise
im also feeling more shaky in my confidence in my faith but at the same time i feel like im growing spiritually a lot and also growing a lot in my understanding of the world around me,나는 또한 내 믿음에 대한 자신감이 더 흔들리는 것을 느끼지만 동시에 나는 영적으로 많이 성장하고 내 주변의 세계에 대한 이해에서도 많이 성장하는 것 같다.,fear
i recently mentioned i feel savage worlds isn t doing a good job modeling the kind of story robin and i are telling in our current duet game and i m willing to experiment with another system,나는 최근에 야만적인 세계가 스토리 로빈의 종류를 모델링하는 것을 잘 하고 있지 않다고 느꼈고 나는 현재 우리의 듀엣 게임에서 말하고 있으며 다른 시스템을 실험할 용의가 있다고 말했다.,anger
i feel liked i talked about mass effect to death in these posts but i m going to have to again i m afraid,나는 내가 이 게시물들에서 죽음에 대한 대량 효과에 대해 이야기한 것처럼 느껴지지만 나는 다시 두려워해야 할 것이다.,love
im looking up at the clouds moving across the sky and up up at the tallest buildings in the city i immediately feel a sense of calm surround me but oops,나는 하늘을 가로질러 움직이는 구름과 도시의 가장 높은 건물들을 올려다보고 있다. 나는 즉시 나를 둘러싼 평온함을 느낀다. 하지만 웁스.,joy
im feeling about as horny as a dead goat,나는 죽은 염소처럼 뿔이 난 기분이다.,love
im just feeling pissed,나는 그냥 화가 나.,anger
i am very stubborn but i feel like if i am going to be stubborn it should be in a manner that is going to help me,나는 매우 고집이 세지만 만약 내가 고집을 부릴 것 같다면 그것은 나에게 도움이 될 수 있는 방식으로 해야 할 것 같다.,anger
i don t believe in my weakness he is strong i don t believe i am more than a conqueror and i feel like i m a real fake and it s not fine,나는 내 약점을 믿지 않는다 그는 강하다 나는 내가 정복자 이상이라고 믿지 않는다 그리고 나는 내가 진짜 가짜라고 느낀다 그리고 그것은 괜찮지 않다.,sadness
i feel loyal to the one im with now,나는 지금 나와 함께 있는 사람에게 충성을 느낀다.,love
i have this nasty feeling that i am being an ungrateful wretch,나는 내가 배은망덕한 악당이 되고 있다는 불쾌한 느낌이 든다.,sadness
i was feeling rebellious because of what was happening to us as a family,나는 가족으로서 우리에게 일어나고 있는 일 때문에 반항심을 느끼고 있었다.,anger
i was in the bathroom i had sat down to pee it was to make me feel submissive again per instructions,나는 화장실에 있었다. 나는 소변을 보기 위해 앉았다. 그것은 내가 지시에 따라 다시 순종적이라고 느끼게 하기 위해서였다.,sadness
i wrote this song at a time when i was feeling very disillusioned by the worship scene in the town where i live,나는 내가 살고 있는 마을의 예배 장면에서 매우 환멸을 느꼈을 때 이 노래를 썼다.,sadness
i feel like being ignored,무시당하는 기분이다.,sadness
i feel all bouncy and yay today for it,나는 오늘 너무 활기차고 그것에 대해 찬성한다.,joy
i come out of that fight feeling whipped and saddened and hated for who i am and i have to put on my big girl panties and pretend hey everything s fine even though we re pissy at each other,"나는 채찍과 슬픔, 그리고 내가 누구인지에 대한 미움을 느끼며 싸움에서 나왔다. 나는 큰 소녀 팬티를 입고 서로에게 화가 났지만 모든 것이 괜찮은 척 해야 한다.",sadness
i feel unwelcome when i am with her,나는 그녀와 함께 있을 때 환영받지 못한다고 느낀다.,sadness
i had to preform a few poems to the class so i will feel confident when i preform,나는 반에 시를 몇 편 준비해야 했기 때문에 준비할 때 자신감을 느낄 것이다.,joy
i have just got home tonight from a beautiful surprise party for a gorgeous friends birthday and can i tell you i am feeling so sentimental and awed and actually totally lost for words to really explain how i am feeling,"나는 오늘 밤 멋진 친구 생일을 위한 아름다운 깜짝 파티에서 막 집에 돌아왔고, 내가 너무 감성적이고 경외감을 느끼고 있고 실제로 내가 어떻게 느끼는지 정말 설명할 말이 없다.",sadness
i put on make up for the first time in months because i needed to feel pretty,나는 몇 달 만에 처음으로 화장을 했다. 왜냐하면 나는 예쁘다고 느껴야 했기 때문이다.,joy
i don t feel so nervous doing new things anymore i have more of an this is what i have to do and i will do it type of attitude rather than an i really hope i dont screw up type of attitude,나는 더 이상 새로운 일을 하는 것에 대해 그렇게 긴장하지 않는다. 나는 내가 해야 할 일이 더 많고 나는 그것을 할 것이다. 나는 내가 태도를 망치지 않기를 바란다.,fear
i friends its a feeling that runs under everything he is every dumbass word he says and moronic thing he does but its worst when hes with rukia,내 친구들은 그가 하는 모든 바보 같은 말과 바보 같은 행동 아래 흐르는 감정이지만 그가 루키아와 함께 있을 때는 최악이다.,sadness
